"address","categoryName","city","countryCode","imageUrls/0","isAdvertisement","locatedIn","location/lat","location/lng","neighborhood","orderBy/0/name","orderBy/0/url","orderBy/1/name","orderBy/1/url","orderBy/2/name","orderBy/2/url","permanentlyClosed","phone","placeId","plusCode","postalCode","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"34 Rue de Belleville, 75020 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPqWZmiGpeLegEgS4PNtj83GB2xzYKZ61WhIOZB=w1920-h1080-k-no","false",,"48.8727566","2.3799748","34 Rue de Belleville",,,,,,,"false","+33 1 46 36 31 73","ChIJaeMChOht5kcRLNQi6ns3Qo8","V9FH+4X Paris, France","75020","52","226","103","67","11","36","9","2021-08-07T20:28:37.288Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8627874,2.3561579,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"34 Rue de Belleville",,"false","Le Relais de Belleville","4.1","https://www.google.com/maps/place/Le+Relais+de+Belleville/@48.8727639,2.3777798,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66de88402e369:0x8f42377bea22d42c!8m2!3d48.8727566!4d2.3799748?hl=fr",
"2 Rue Sorbier, 75020 Paris, France","Brasserie","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipM1QvFdW_DLWHfjN8qiH6mSy6ImKuCgMIn3xbHQ=w1920-h1080-k-no","false",,"48.8684948","2.3895176","2 Rue Sorbier",,,,,,,"false","+33 1 43 49 59 17","ChIJ53_8xOxt5kcR4CEqUm2Cwpw","V99Q+9R Paris, France","75020","51","603","337","180","14","60","12","2021-08-07T20:28:43.875Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8627874,2.3561579,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"2 Rue Sorbier",,"false","Entrepot's","4.4","https://www.google.com/maps/place/Entrepot's/@48.8684932,2.3873249,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66decc4fc7fe7:0x9cc2826d522a21e0!8m2!3d48.8684948!4d2.3895176?hl=fr","lentrepots.fr"
"236 Rue des Pyrénées, 75020 Paris, France","Restaurant","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipMH0HjMji6boh432UEGRDCblwrGEQHagSgJhHwn=w1920-h1080-k-no","false",,"48.8674873","2.3966285","236 Rue des Pyrénées","auxours.fr","http://auxours.fr/fr/booking",,,,,"false","+33 1 83 96 40 79","ChIJscNxg5Ft5kcR2Nms9Ss5eAg","V98W+XM Paris, France","75020","50","947","329","342","61","158","57","2021-08-07T20:28:50.678Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8627874,2.3561579,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"236 Rue des Pyrénées",,"false","Aux Ours","3.9","https://www.google.com/maps/place/Aux+Ours/@48.867496,2.3944657,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d918371c3b1:0x878392bf5acd9d8!8m2!3d48.8674873!4d2.3966285?hl=fr","auxours.fr"
"62 Rue Orfila, 75020 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipM2N7_AqlJWHS4Tiw7GOiGE9xoHR5svOQawk55o=w1920-h1080-k-no","false",,"48.866846","2.3976626","62 Rue Orfila",,,,,,,"false","+33 1 46 36 54 80","ChIJy4oFvJFt5kcRS6uGPvV9iEo","V98X+P3 Paris, France","75020","49","128","85","24","7","10","2","2021-08-07T20:28:57.430Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8627874,2.3561579,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"62 Rue Orfila",,"false","La Limite","4.4","https://www.google.com/maps/place/La+Limite/@48.8668162,2.3955054,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d91bc058acb:0x4a887df53e86ab4b!8m2!3d48.866846!4d2.3976626?hl=fr",
"90 Av. Gambetta, 75020 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNk3Dwj-D56SVQH7Rsg4oMEcZejsI-Sz5zXhIPq=w1920-h1080-k-no","false",,"48.869971","2.4031249","90 Av. Gambetta",,,,,,,"false","+33 1 40 31 84 85","ChIJZe9NHppt5kcR_rIIxNHVtcY","VC93+X7 Paris, France","75020","48","90","58","22","3","7","0","2021-08-07T20:29:04.074Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8627874,2.3561579,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"90 Av. Gambetta",,"false","Larsons News","4.5","https://www.google.com/maps/place/Larsons+News/@48.8699204,2.400991,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d9a1e4def65:0xc6b5d5d1c408b2fe!8m2!3d48.869971!4d2.4031249?hl=fr",
"64-68 Bd de Ménilmontant, 75020 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNspipWuJm16ydjZQ_h3IaD0us33wmJKLNsumHL=w1920-h1080-k-no","false",,"48.8638831","2.3867988","64-68 Bd de Ménilmontant",,,,,,,"false","+33 1 47 97 33 53","ChIJiYp5XPJt5kcRzMeTMJGceRw","V97P+HP Paris, France","75020","47","38","21","6","0","9","2","2021-08-07T20:29:10.684Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8627874,2.3561579,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"64-68 Bd de Ménilmontant",,"false","Bar Du Lycee","4.2","https://www.google.com/maps/place/Bar+Du+Lycee/@48.8638754,2.3845949,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66df25c798a89:0x1c799c913093c7cc!8m2!3d48.8638831!4d2.3867988?hl=fr",
"83 Rue Jean-Pierre Timbaud, 75011 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipMBx4SWFgBj4evTPzqnfAs3aNZtTLtHGAUUn7Xo=w1920-h1080-k-no-pi0-ya241.15997-ro-0-fo100","false",,"48.8680696","2.3781797","83 Rue Jean-Pierre Timbaud",,,,,,,"false","+33 1 48 06 11 97","ChIJc4l1duVt5kcRZwFbEPRfk2I","V99H+67 Paris, France","75011","46","248","129","68","11","33","7","2021-08-07T20:29:17.868Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8627874,2.3561579,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"83 Rue Jean-Pierre Timbaud",,"false","Onze Bar","4.2","https://www.google.com/maps/place/Onze+Bar/@48.8681083,2.3759592,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66de576758973:0x62935ff4105b0167!8m2!3d48.8680696!4d2.3781797?hl=fr","onzebar.com"
"80 Rue des Haies, 75020 Paris, France","Bar","Paris","FR","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jfRosokbinE01U3SnluEpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.924706&pitch=0&thumbfov=100","false",,"48.85488","2.4036619","80 Rue des Haies",,,,,,,"false",,"ChIJhSsQhs5z5kcRSvVP727QZJ8","VC33+WF Paris, France","75020","44","1","1","0","0","0","0","2021-08-07T20:29:25.526Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8627874,2.3561579,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"80 Rue des Haies",,"false","Moonshine - American speakeasy","5","https://www.google.com/maps/place/Moonshine+-+American+speakeasy/@48.8548315,2.4015317,17z/data=!3m1!4b1!4m5!3m4!1s0x47e673ce86102b85:0x9f64d06eef4ff54a!8m2!3d48.85488!4d2.4036619?hl=fr",
"93 Av. Gambetta, 75020 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipMmu6aiVD-6u9P57HRj0K1ibznFNEfh3iHRfzNA=w1920-h1080-k-no","false",,"48.8664484","2.3996135","93 Av. Gambetta",,,,,,,"false","+33 1 46 36 81 76","ChIJZegKR5Bt5kcR0ordhe_JIxI","V98X+HR Paris, France","75020","42","872","478","275","18","78","23","2021-08-07T20:29:32.459Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8627874,2.3561579,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"93 Av. Gambetta",,"false","Chantefable","4.3","https://www.google.com/maps/place/Chantefable/@48.8664556,2.3974175,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d90470ae865:0x1223c9ef85dd8ad2!8m2!3d48.8664484!4d2.3996135?hl=fr","chantefable.fr"
"72 Bd de Ménilmontant, 75020 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipND78Q2QnPf2RrnHFGx_H1b_hIr1kv_YH7Y1Qzw=w1920-h1080-k-no","false",,"48.8640858","2.3865615","72 Bd de Ménilmontant",,,,,,,"false","+33 6 51 27 98 23","ChIJ_6FgXfJt5kcR45rMH_eJ9kM","V97P+JJ Paris, France","75020","41","198","152","33","0","12","1","2021-08-07T20:29:39.277Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8627874,2.3561579,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"72 Bd de Ménilmontant",,"false","Haut les cœurs","4.7","https://www.google.com/maps/place/Haut+les+c%C5%93urs/@48.8640801,2.3843616,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66df25d60a1ff:0x43f689f71fcc9ae3!8m2!3d48.8640858!4d2.3865615?hl=fr",
"46 Rue des Vignoles, 75020 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOVStpQdeMOrv4D4GOfaNpL1VarpQy6Ac5vfn9q=w1920-h1080-k-no","false",,"48.8545254","2.4006651","46 Rue des Vignoles","thefork.fr","https://www.thefork.fr/restaurant/le-20eme-art-r75485?cc=18174-54f",,,,,"false","+33 1 43 67 22 29","ChIJu21MHXhy5kcRqAM55gmwi0Q","VC32+Q7 Paris, France","75020","40","332","137","96","21","55","23","2021-08-07T20:29:46.822Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"46 Rue des Vignoles",,"false","Le 20ème Art","3.9","https://www.google.com/maps/place/Le+20%C3%A8me+Art/@48.8544957,2.3985082,17z/data=!3m1!4b1!4m5!3m4!1s0x47e672781d4c6dbb:0x448bb009e63903a8!8m2!3d48.8545254!4d2.4006651?hl=fr","le20emeart.com"
"5 Rue du Dr Paquelin, 75020 Paris, France","Bar PMU","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOnExVPHp_m-AFoaTvPj2smo4h2A09Y_tO4_wA_=w1920-h1080-k-no","false",,"48.8692009","2.4027564","5 Rue du Dr Paquelin",,,,,,,"false","+33 1 40 31 18 06","ChIJSZFFEZpt5kcRXxZ4m3lPtPI","VC93+P3 Paris, France","75020","39","3","2","0","0","1","0","2021-08-07T20:29:54.465Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"5 Rue du Dr Paquelin",,"false","Brasserie Du Quartier","4.3","https://www.google.com/maps/place/Brasserie+Du+Quartier/@48.8692765,2.4005116,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d9a11459149:0xf2b44f799b78165f!8m2!3d48.8692009!4d2.4027564?hl=fr","business.site"
"96 Bd de Charonne, 75020 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPy8wY9WhdkrhjfgzRsArFRTEtaIbBEzlkICiNk=w1920-h1080-k-no","false",,"48.8536302","2.396986","96 Bd de Charonne",,,,,,,"false",,"ChIJ7UvSRXZy5kcRZLN0t3Z6Jro","V93W+FQ Paris, France","75020","37","70","46","15","1","6","2","2021-08-07T20:30:01.560Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"96 Bd de Charonne",,"false","Le 96","4.5","https://www.google.com/maps/place/Le+96/@48.8536302,2.3947973,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6727645d24bed:0xba267a76b774b364!8m2!3d48.8536302!4d2.396986?hl=fr","bar96.free.fr"
"3 Rue de Bagnolet, 75020 Paris, France","Bar","Paris","FR","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eGrGUkkIaXYB47LH9ub0Gw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.84&pitch=0&thumbfov=100","false",,"48.85682","2.3948805","3 Rue de Bagnolet",,,,,,,"false","+33 1 43 70 24 58","ChIJfcRHIIpt5kcRBsbS-aFPuo4","V94V+PX Paris, France","75020","36","9","7","2","0","0","0","2021-08-07T20:30:11.416Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"3 Rue de Bagnolet",,"false","Le Saint Claude","4.8","https://www.google.com/maps/place/Le+Saint+Claude/@48.8568287,2.3926876,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d8a2047c47d:0x8eba4fa1f9d2c606!8m2!3d48.85682!4d2.3948805?hl=fr",
"44 Bd de Ménilmontant, 75020 Paris, France","Brasserie","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipP_6ycANWW6G1w1FQLavfeOG0TrZlRzGIcACFCM=w1920-h1080-k-no","false",,"48.863226","2.3875628","44 Bd de Ménilmontant",,,,,,,"false","+33 9 50 97 00 76","ChIJUzVO__Jt5kcRnhZxeO4XCmI","V97Q+72 Paris, France","75020","35","242","120","76","16","19","11","2021-08-07T20:30:18.405Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"44 Bd de Ménilmontant",,"false","Aux Tables du Père Lachaise","4.1","https://www.google.com/maps/place/Aux+Tables+du+P%C3%A8re+Lachaise/@48.8632118,2.3853583,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66df2ff4e3553:0x620a17ee7871169e!8m2!3d48.863226!4d2.3875628?hl=fr",
"61 Rue des Vignoles, 75020 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOMl6TV9RKwILT4X0dRaf9ey0jcc417TxYlt4Qy=w1920-h1080-k-no","false",,"48.8549798","2.4010282","61 Rue des Vignoles",,,,,,,"false","+33 7 68 55 11 31","ChIJa0gnB3hy5kcRN5icGTFdTVU","VC32+XC Paris, France","75020","34","234","164","48","3","14","5","2021-08-07T20:30:25.903Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"61 Rue des Vignoles",,"false","Moki bar","4.6","https://www.google.com/maps/place/Moki+bar/@48.8549753,2.3988443,17z/data=!3m1!4b1!4m5!3m4!1s0x47e672780727486b:0x554d5d31199c9837!8m2!3d48.8549798!4d2.4010282?hl=fr","facebook.com"
"102 Bd de Ménilmontant, 75020 Paris, France","Café et restaurant de grillades","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOk0SXRorsEqhtccpBgRFjr0XC_YQOMzOLrNWv5=w1920-h1080-k-no","false",,"48.8652573","2.3853005","102 Bd de Ménilmontant",,,,,,,"false","+33 1 40 33 62 13","ChIJs54-BvJt5kcRUevnYen6SGI","V98P+44 Paris, France","75020","33","377","215","98","12","40","12","2021-08-07T20:30:33.357Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"102 Bd de Ménilmontant",,"false","Stand'art café","4.3","https://www.google.com/maps/place/Stand'art+caf%C3%A9/@48.8652778,2.3830891,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66df2063e9eb3:0x6248fae961e7eb51!8m2!3d48.8652573!4d2.3853005?hl=fr","facebook.com"
"1 Rue Etienne Dolet, 75020 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNGDoGu1CeU7GTIOpXZ91Sg81-fUNYxGdh7mnhh=w1920-h1080-k-no","false",,"48.8675926","2.3830584","1 Rue Etienne Dolet",,,,,,,"false","+33 1 71 50 65 95","ChIJ7TxCWfFt5kcR9_HWpf4CHS0","V99M+26 Paris, France","75020","32","184","121","30","11","17","5","2021-08-07T20:30:42.169Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"1 Rue Etienne Dolet",,"false","L'express de Paris - Ménilmontant","4.3","https://www.google.com/maps/place/L'express+de+Paris+-+M%C3%A9nilmontant/@48.867578,2.3808797,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66df159423ced:0x2d1d02fea5d6f1f7!8m2!3d48.8675926!4d2.3830584?hl=fr","expressdeparis.fr"
"41 Rue Servan, 75011 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNMcO5Wc5pP6SyzcIycTQZUC8sfXc1ShLynzFBe=w1920-h1080-k-no","false",,"48.8616101","2.3823935","41 Rue Servan","privateaser.com","https://www.privateaser.com/lieu/5550-la-poudriere",,,,,"false","+33 7 82 90 39 39","ChIJAQCwPfFt5kcRTb0zWk7TDJk","V96J+MX Paris, France","75011","31","249","187","33","13","11","5","2021-08-07T20:30:49.976Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"41 Rue Servan",,"false","La Poudrière : Bar du 11e arrondissement","4.5","https://www.google.com/maps/place/La+Poudri%C3%A8re+:+Bar+du+11e+arrondissement/@48.8616258,2.3801922,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66df13db00001:0x990cd34e5a33bd4d!8m2!3d48.8616101!4d2.3823935?hl=fr","la-poudriere.com"
"51 Av. Gambetta, 75020 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOR_nx27ZWbAyAWcEN6ZSVM3AEpBu8rKoYpOjFG=w1920-h1080-k-no","false",,"48.8647761","2.3942569","51 Av. Gambetta",,,,,,,"false","+33 6 63 76 90 34","ChIJAQC8jY1t5kcRViXjrKrpWAU","V97V+VM Paris, France","75020","30","114","62","32","3","16","1","2021-08-07T20:30:57.163Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"51 Av. Gambetta",,"false","court-circuit","4.3","https://www.google.com/maps/place/court-circuit/@48.8647462,2.3919504,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d8d8dbc0001:0x558e9aaace32556!8m2!3d48.8647761!4d2.3942569?hl=fr","facebook.com"
"114 Rue de Belleville, 75020 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNqm0IT1zND2tH_ZvUEHpvD0X36CGmsci8rLAxg=w1920-h1080-k-no","false",,"48.874557","2.387711","114 Rue de Belleville",,,,,,,"false","+33 1 47 97 25 16","ChIJZ-Y0ZOpt5kcRBoap9Kf0ti4","V9FQ+R3 Paris, France","75020","29","274","161","70","13","20","10","2021-08-07T20:31:05.062Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"114 Rue de Belleville",,"false","La Cagnotte","4.3","https://www.google.com/maps/place/La+Cagnotte/@48.874557,2.3855223,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66dea6434e667:0x2eb6f4a7f4a98606!8m2!3d48.874557!4d2.387711?hl=fr",
"14 Rue des Panoyaux, 75020 Paris, France","Pub","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipN9lgtIYOkEsHrG-FbPlWCd1-39H3K9B5N9dwND=w1920-h1080-k-no","false",,"48.8662458","2.385686","14 Rue des Panoyaux",,,,,,,"false","+33 1 46 36 78 10","ChIJi3_B7u1t5kcRWqvCIAWy6GE","V98P+G7 Paris, France","75020","28","433","237","138","11","41","6","2021-08-07T20:31:12.974Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"14 Rue des Panoyaux",,"false","Lou Pascalou","4.4","https://www.google.com/maps/place/Lou+Pascalou/@48.8662987,2.3834589,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66dedeec17f8b:0x61e8b20520c2ab5a!8m2!3d48.8662458!4d2.385686?hl=fr","m.facebook.com"
"108 Av. Gambetta, 75020 Paris, France","Bar-tabac","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOoMK1KqxvnksGODqeaKCGeeZo5BnDEsBPA6Aub=w1920-h1080-k-no","false",,"48.8713702","2.4042612","108 Av. Gambetta","thefork.fr","https://www.thefork.fr/restaurant/le-saint-fargeau-r612647?cc=18174-54f",,,,,"false",,"ChIJjz1Joplt5kcRoiwdulVimdM","VCC3+GP Paris, France","75020","27","100","49","26","8","12","5","2021-08-07T20:31:19.873Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"108 Av. Gambetta",,"false","Le Saint Fargeau","4","https://www.google.com/maps/place/Le+Saint+Fargeau/@48.871356,2.4021103,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d99a2493d8f:0xd3996255ba1d2ca2!8m2!3d48.8713702!4d2.4042612?hl=fr",
"10 Pl. Gambetta, 75020 Paris, France","Bistro","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipN_md5u77bqghkSj1wr6Jnd0iK_yznOsqUTxcI=w1920-h1080-k-no","false",,"48.8653063","2.398548","10 Pl. Gambetta","deliveroo.fr","https://deliveroo.fr/menu/paris/Gambetta/bistrot-du-metro-20eme?utm_medium=affiliate&utm_source=google_maps_link",,,,,"false","+33 1 46 36 95 10","ChIJQwmj1ZFt5kcR2F9oG149hPg","V98X+49 Paris, France","75020","26","360","134","106","39","61","20","2021-08-07T20:31:27.052Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"10 Pl. Gambetta",,"false","Bistrot du Métro","3.8","https://www.google.com/maps/place/Bistrot+du+M%C3%A9tro/@48.8653079,2.3962625,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d91d5a30943:0xf8843d5e1b685fd8!8m2!3d48.8653063!4d2.398548?hl=fr","bistrot-du-metro.net-lab.fr"
"9 Rue Julien Lacroix, 75020 Paris, France","Restaurant","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNgVjXC-7yYHr_8SMt6KVyOp73o2RqrGPzwKPpG=w1920-h1080-k-no","false",,"48.8686278","2.3860225","9 Rue Julien Lacroix",,,,,,,"false","+33 1 43 66 51 51","ChIJgQaAN-xt5kcRceobM3eI6k0","V99P+CC Paris, France","75020","25","375","280","65","5","20","5","2021-08-07T20:31:35.113Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"9 Rue Julien Lacroix",,"false","Demain C'est Loin","4.6","https://www.google.com/maps/place/Demain+C'est+Loin/@48.8686218,2.3838157,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66dec37800681:0x4dea8877331bea71!8m2!3d48.8686278!4d2.3860225?hl=fr","demaincestloin.fr"
"6 Rue Victor Letalle, 75020 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipN9HpckRHvLu3edtgt5Q3iYl1HhXxbm1ABeOhL9=w1920-h1080-k-no","false",,"48.8671476","2.3852503","6 Rue Victor Letalle",,,,,,,"false","+33 1 43 61 66 23","ChIJuR0DRCdt5kcRkj2S97Fe10E","V98P+V3 Paris, France","75020","23","25","22","2","0","1","0","2021-08-07T20:31:42.295Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"6 Rue Victor Letalle",,"false","Le Scenobar","4.8","https://www.google.com/maps/place/Le+Scenobar/@48.8671342,2.3830067,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d2744031db9:0x41d75eb1f7923d92!8m2!3d48.8671476!4d2.3852503?hl=fr","m.facebook.com"
"46 Rue de Buzenval, 75020 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOC71a1_DQ7vVHZv-cDpkI9OOOIFfW8bWi1kU3x=w1920-h1080-k-no","false",,"48.8510305","2.4018499","46 Rue de Buzenval",,,,,,,"false","+33 1 43 48 49 22","ChIJ9aR5k3ly5kcR0FIDY_ePasg","VC22+CP Paris, France","75020","22","1143","619","357","24","111","32","2021-08-07T20:31:49.374Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"46 Rue de Buzenval",,"false","Les Pères Populaires","4.3","https://www.google.com/maps/place/Les+P%C3%A8res+Populaires/@48.8510284,2.3996479,17z/data=!3m1!4b1!4m5!3m4!1s0x47e672799379a4f5:0xc86a8ff7630352d0!8m2!3d48.8510305!4d2.4018499?hl=fr","facebook.com"
"56 Rue de Bagnolet, 75020 Paris, France","Restaurant","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNS0hgNL8Xyfyx-WmDoNmZ7eV9fCcHPZZqJ4Zx8=w1920-h1080-k-no","false",,"48.8574199","2.3993351","56 Rue de Bagnolet",,,,,,,"false","+33 1 43 71 78 18","ChIJNcc5Xoht5kcRohkLxNYLI_I","V94X+XP Paris, France","75020","21","690","315","253","25","84","13","2021-08-07T20:31:56.373Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+20,+Paris/@48.8641748,2.359571,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 20, Paris",,"56 Rue de Bagnolet",,"false","L'Abribus.","4.2","https://www.google.com/maps/place/L'Abribus./@48.85742,2.3971463,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d885e39c735:0xf2230bd6c40b19a2!8m2!3d48.8574199!4d2.3993351?hl=fr",
